,age,job,marital,education,default,housing,loan,comm_type,month,day_of_week,last_contact_duration,campaign_contact_count,poutcome,cons.price.idx,cons.conf.idx,nr.employed,cluster
7692,35,technician,divorced,professional.course,no,no,no,telephone,may,fri,57,10,nonexistent,93.994,-36.4,5191.0,2
7693,35,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,115,6,nonexistent,93.994,-36.4,5191.0,2
7694,37,self-employed,married,professional.course,unknown,yes,no,telephone,may,fri,78,13,nonexistent,93.994,-36.4,5191.0,2
7695,44,admin.,married,high.school,no,yes,no,telephone,may,fri,43,5,nonexistent,93.994,-36.4,5191.0,2
7696,39,entrepreneur,married,high.school,no,no,yes,telephone,may,fri,229,3,nonexistent,93.994,-36.4,5191.0,2
7697,50,blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,81,2,nonexistent,93.994,-36.4,5191.0,2
7698,53,services,married,basic.4y,no,no,no,telephone,may,fri,86,5,nonexistent,93.994,-36.4,5191.0,2
7699,31,blue-collar,single,unknown,no,yes,no,telephone,may,fri,273,2,nonexistent,93.994,-36.4,5191.0,2
7700,28,admin.,married,high.school,no,no,yes,telephone,may,fri,30,18,nonexistent,93.994,-36.4,5191.0,2
7701,57,services,divorced,high.school,no,yes,no,telephone,may,fri,288,2,nonexistent,93.994,-36.4,5191.0,2
7702,42,services,married,high.school,unknown,yes,no,telephone,may,fri,247,2,nonexistent,93.994,-36.4,5191.0,2
7703,34,admin.,married,university.degree,no,no,no,telephone,may,fri,85,4,nonexistent,93.994,-36.4,5191.0,2
7704,48,admin.,married,university.degree,no,no,no,telephone,may,fri,76,9,nonexistent,93.994,-36.4,5191.0,2
7705,47,admin.,married,basic.6y,unknown,yes,no,telephone,may,fri,85,6,nonexistent,93.994,-36.4,5191.0,2
7706,36,management,married,university.degree,no,yes,no,telephone,may,fri,170,4,nonexistent,93.994,-36.4,5191.0,2
7707,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,428,7,nonexistent,93.994,-36.4,5191.0,1
7708,31,admin.,married,university.degree,no,no,no,telephone,may,fri,370,3,nonexistent,93.994,-36.4,5191.0,1
7709,30,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,137,3,nonexistent,93.994,-36.4,5191.0,2
7710,38,services,married,high.school,unknown,no,no,telephone,may,fri,293,6,nonexistent,93.994,-36.4,5191.0,1
7711,57,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,153,3,nonexistent,93.994,-36.4,5191.0,2
7712,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,281,4,nonexistent,93.994,-36.4,5191.0,2
7713,42,technician,divorced,university.degree,no,yes,no,telephone,may,fri,46,3,nonexistent,93.994,-36.4,5191.0,2
7714,31,admin.,single,high.school,no,yes,no,telephone,may,fri,26,25,nonexistent,93.994,-36.4,5191.0,2
7715,30,technician,married,university.degree,no,yes,no,telephone,may,fri,104,6,nonexistent,93.994,-36.4,5191.0,2
7716,37,housemaid,married,high.school,no,yes,yes,telephone,may,fri,205,6,nonexistent,93.994,-36.4,5191.0,2
7717,32,admin.,single,high.school,no,yes,no,telephone,may,fri,891,4,nonexistent,93.994,-36.4,5191.0,0
7718,41,technician,married,professional.course,no,no,no,telephone,may,fri,34,2,nonexistent,93.994,-36.4,5191.0,2
7719,43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,745,12,nonexistent,93.994,-36.4,5191.0,0
7720,34,entrepreneur,married,professional.course,no,yes,no,telephone,may,fri,292,4,nonexistent,93.994,-36.4,5191.0,1
7721,47,technician,married,professional.course,no,no,no,telephone,may,fri,135,3,nonexistent,93.994,-36.4,5191.0,2
7722,40,management,married,high.school,unknown,no,no,telephone,may,fri,45,2,nonexistent,93.994,-36.4,5191.0,2
7723,43,services,married,high.school,unknown,yes,no,telephone,may,fri,99,6,nonexistent,93.994,-36.4,5191.0,2
7724,48,blue-collar,single,basic.6y,unknown,no,no,telephone,may,fri,148,4,nonexistent,93.994,-36.4,5191.0,2
7725,40,admin.,divorced,professional.course,no,yes,no,telephone,may,fri,539,12,nonexistent,93.994,-36.4,5191.0,1
7726,38,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,84,9,nonexistent,93.994,-36.4,5191.0,2
7727,37,unemployed,married,professional.course,no,yes,no,telephone,may,fri,3631,2,nonexistent,93.994,-36.4,5191.0,0
7728,55,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,435,2,nonexistent,93.994,-36.4,5191.0,1
7729,42,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,29,4,nonexistent,93.994,-36.4,5191.0,2
7730,30,self-employed,single,university.degree,no,no,no,telephone,may,fri,510,5,nonexistent,93.994,-36.4,5191.0,1
7731,31,services,single,basic.9y,no,no,no,telephone,may,fri,1044,5,nonexistent,93.994,-36.4,5191.0,0
7732,57,management,married,university.degree,unknown,no,yes,telephone,may,fri,59,3,nonexistent,93.994,-36.4,5191.0,2
7733,47,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,fri,96,8,nonexistent,93.994,-36.4,5191.0,2
7734,38,technician,married,professional.course,no,yes,no,telephone,may,fri,122,4,nonexistent,93.994,-36.4,5191.0,2
7735,40,admin.,married,high.school,unknown,no,yes,telephone,may,fri,84,3,nonexistent,93.994,-36.4,5191.0,2
7736,60,unknown,single,unknown,unknown,no,no,telephone,may,fri,33,4,nonexistent,93.994,-36.4,5191.0,2
7737,50,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,43,2,nonexistent,93.994,-36.4,5191.0,2
7738,44,admin.,married,high.school,no,yes,no,telephone,may,fri,223,2,nonexistent,93.994,-36.4,5191.0,2
7739,40,services,married,high.school,no,yes,no,telephone,may,fri,288,3,nonexistent,93.994,-36.4,5191.0,2
7740,34,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,306,3,nonexistent,93.994,-36.4,5191.0,1
7741,46,technician,married,basic.9y,unknown,no,no,telephone,may,fri,81,3,nonexistent,93.994,-36.4,5191.0,2
7742,33,admin.,married,high.school,no,yes,no,telephone,may,fri,53,7,nonexistent,93.994,-36.4,5191.0,2
7743,51,blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,436,3,nonexistent,93.994,-36.4,5191.0,1
7744,37,unemployed,married,professional.course,no,no,no,telephone,may,fri,41,8,nonexistent,93.994,-36.4,5191.0,2
7745,30,services,married,high.school,no,no,no,telephone,may,fri,147,2,nonexistent,93.994,-36.4,5191.0,2
7746,56,housemaid,married,basic.4y,no,yes,no,telephone,may,fri,81,2,nonexistent,93.994,-36.4,5191.0,2
7747,31,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,232,3,nonexistent,93.994,-36.4,5191.0,2
7748,39,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,fri,97,3,nonexistent,93.994,-36.4,5191.0,2
7749,40,self-employed,married,basic.4y,unknown,yes,no,telephone,may,fri,82,2,nonexistent,93.994,-36.4,5191.0,2
7750,36,housemaid,married,basic.6y,no,yes,no,telephone,may,fri,60,16,nonexistent,93.994,-36.4,5191.0,2
7751,40,services,married,high.school,no,yes,yes,telephone,may,fri,141,9,nonexistent,93.994,-36.4,5191.0,2
7752,41,self-employed,married,high.school,no,yes,no,telephone,may,fri,206,3,nonexistent,93.994,-36.4,5191.0,2
7753,42,unemployed,married,basic.4y,no,yes,no,telephone,may,fri,170,19,nonexistent,93.994,-36.4,5191.0,2
7754,47,management,married,basic.4y,unknown,no,yes,telephone,may,fri,251,3,nonexistent,93.994,-36.4,5191.0,2
7755,51,admin.,married,basic.9y,no,no,no,telephone,may,fri,25,5,nonexistent,93.994,-36.4,5191.0,2
7756,33,technician,married,professional.course,no,no,no,telephone,may,fri,120,3,nonexistent,93.994,-36.4,5191.0,2
7757,35,admin.,single,university.degree,no,no,no,telephone,may,fri,123,4,nonexistent,93.994,-36.4,5191.0,2
7758,48,unemployed,married,basic.6y,no,no,yes,telephone,may,fri,58,3,nonexistent,93.994,-36.4,5191.0,2
7759,46,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,28,8,nonexistent,93.994,-36.4,5191.0,2
7760,24,entrepreneur,married,university.degree,unknown,no,no,telephone,may,fri,1193,2,nonexistent,93.994,-36.4,5191.0,0
7761,27,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,fri,127,5,nonexistent,93.994,-36.4,5191.0,2
7762,33,technician,married,professional.course,no,no,no,telephone,may,fri,395,2,nonexistent,93.994,-36.4,5191.0,1
7763,26,management,single,university.degree,no,no,no,telephone,jun,mon,72,3,nonexistent,94.465,-41.8,5228.1,2
7764,42,technician,married,professional.course,unknown,no,no,telephone,jun,mon,119,9,nonexistent,94.465,-41.8,5228.1,2
7765,30,admin.,married,university.degree,no,no,no,telephone,jun,mon,100,2,nonexistent,94.465,-41.8,5228.1,2
7766,55,technician,married,basic.9y,no,no,no,telephone,jun,mon,80,3,nonexistent,94.465,-41.8,5228.1,2
7767,41,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,132,2,nonexistent,94.465,-41.8,5228.1,2
7768,47,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,mon,140,3,nonexistent,94.465,-41.8,5228.1,2
7769,42,admin.,married,university.degree,no,no,no,telephone,jun,mon,130,2,nonexistent,94.465,-41.8,5228.1,2
7770,53,housemaid,married,professional.course,unknown,yes,no,telephone,jun,mon,251,4,nonexistent,94.465,-41.8,5228.1,2
7771,45,services,married,basic.9y,no,no,no,telephone,jun,mon,71,2,nonexistent,94.465,-41.8,5228.1,2
7772,54,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,52,3,nonexistent,94.465,-41.8,5228.1,2
7773,39,unemployed,married,university.degree,no,yes,no,telephone,jun,mon,108,4,nonexistent,94.465,-41.8,5228.1,2
7774,52,technician,married,professional.course,no,yes,no,telephone,jun,mon,150,3,nonexistent,94.465,-41.8,5228.1,2
7775,38,services,married,high.school,unknown,yes,no,telephone,jun,mon,25,7,nonexistent,94.465,-41.8,5228.1,2
7776,58,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,90,3,nonexistent,94.465,-41.8,5228.1,2
7777,37,technician,single,professional.course,unknown,unknown,unknown,telephone,jun,mon,51,4,nonexistent,94.465,-41.8,5228.1,2
7778,29,services,divorced,high.school,no,no,yes,telephone,jun,mon,361,3,nonexistent,94.465,-41.8,5228.1,1
7779,59,retired,married,unknown,no,no,yes,telephone,jun,mon,88,4,nonexistent,94.465,-41.8,5228.1,2
7780,36,self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,372,2,nonexistent,94.465,-41.8,5228.1,1
7781,30,services,married,high.school,no,no,no,telephone,jun,mon,360,2,nonexistent,94.465,-41.8,5228.1,1
7782,46,technician,married,professional.course,no,no,yes,telephone,jun,mon,63,1,nonexistent,94.465,-41.8,5228.1,2
7783,46,retired,married,basic.4y,no,yes,no,telephone,jun,mon,550,3,nonexistent,94.465,-41.8,5228.1,1
7784,38,unknown,divorced,high.school,unknown,yes,no,telephone,jun,mon,133,1,nonexistent,94.465,-41.8,5228.1,2
7785,57,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,mon,68,1,nonexistent,94.465,-41.8,5228.1,2
7786,25,admin.,single,high.school,no,no,no,telephone,jun,mon,175,2,nonexistent,94.465,-41.8,5228.1,2
7787,49,management,married,university.degree,no,no,no,telephone,jun,mon,202,1,nonexistent,94.465,-41.8,5228.1,2
7788,38,blue-collar,married,high.school,no,yes,yes,telephone,jun,mon,192,8,nonexistent,94.465,-41.8,5228.1,2
7789,59,retired,married,university.degree,unknown,yes,no,telephone,jun,mon,484,1,nonexistent,94.465,-41.8,5228.1,1
7790,32,technician,single,professional.course,no,unknown,unknown,telephone,jun,mon,230,2,nonexistent,94.465,-41.8,5228.1,2
7791,37,entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,403,1,nonexistent,94.465,-41.8,5228.1,1
7792,34,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,178,1,nonexistent,94.465,-41.8,5228.1,2
7793,46,admin.,married,university.degree,no,yes,no,telephone,jun,mon,502,5,nonexistent,94.465,-41.8,5228.1,1
7794,47,self-employed,married,professional.course,no,yes,no,telephone,jun,mon,338,2,nonexistent,94.465,-41.8,5228.1,1
7795,26,services,single,basic.9y,no,yes,no,telephone,jun,mon,205,3,nonexistent,94.465,-41.8,5228.1,2
7796,35,technician,single,high.school,no,yes,no,telephone,jun,mon,92,2,nonexistent,94.465,-41.8,5228.1,2
7797,42,blue-collar,married,unknown,unknown,no,no,telephone,jun,mon,268,1,nonexistent,94.465,-41.8,5228.1,2
7798,48,technician,married,high.school,no,no,no,telephone,jun,mon,185,2,nonexistent,94.465,-41.8,5228.1,2
7799,42,management,divorced,high.school,no,no,no,telephone,jun,mon,163,1,nonexistent,94.465,-41.8,5228.1,2
7800,55,technician,married,basic.9y,unknown,no,no,telephone,jun,mon,362,1,nonexistent,94.465,-41.8,5228.1,1
7801,41,admin.,single,university.degree,no,no,no,telephone,jun,mon,367,3,nonexistent,94.465,-41.8,5228.1,1
7802,46,admin.,married,university.degree,unknown,no,no,telephone,jun,mon,230,3,nonexistent,94.465,-41.8,5228.1,2
7803,44,technician,married,basic.4y,no,no,no,telephone,jun,mon,26,1,nonexistent,94.465,-41.8,5228.1,2
7804,38,admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,63,2,nonexistent,94.465,-41.8,5228.1,2
7805,30,admin.,married,university.degree,no,no,no,telephone,jun,mon,493,1,nonexistent,94.465,-41.8,5228.1,1
7806,54,services,divorced,high.school,no,no,no,telephone,jun,mon,113,3,nonexistent,94.465,-41.8,5228.1,2
7807,48,entrepreneur,married,basic.4y,no,no,yes,telephone,jun,mon,215,1,nonexistent,94.465,-41.8,5228.1,2
7808,38,unemployed,married,basic.6y,no,no,no,telephone,jun,mon,947,4,nonexistent,94.465,-41.8,5228.1,0
7809,33,services,single,basic.6y,no,yes,no,telephone,jun,mon,177,2,nonexistent,94.465,-41.8,5228.1,2
7810,44,self-employed,divorced,high.school,no,yes,no,telephone,jun,mon,123,1,nonexistent,94.465,-41.8,5228.1,2
7811,39,admin.,single,university.degree,no,yes,yes,telephone,jun,mon,1075,2,nonexistent,94.465,-41.8,5228.1,0
7812,40,technician,married,professional.course,unknown,no,no,telephone,jun,mon,21,1,nonexistent,94.465,-41.8,5228.1,2
7813,43,unemployed,married,university.degree,unknown,no,no,telephone,jun,mon,114,1,nonexistent,94.465,-41.8,5228.1,2
7814,60,management,married,university.degree,no,no,no,telephone,jun,mon,526,2,nonexistent,94.465,-41.8,5228.1,1
7815,56,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,163,1,nonexistent,94.465,-41.8,5228.1,2
7816,46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,245,1,nonexistent,94.465,-41.8,5228.1,2
7817,30,services,divorced,basic.9y,no,no,no,telephone,jun,mon,394,1,nonexistent,94.465,-41.8,5228.1,1
7818,38,technician,single,university.degree,no,no,no,telephone,jun,mon,258,1,nonexistent,94.465,-41.8,5228.1,2
7819,28,services,married,high.school,no,no,no,telephone,jun,mon,659,2,nonexistent,94.465,-41.8,5228.1,1
7820,40,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,417,1,nonexistent,94.465,-41.8,5228.1,1
7821,34,services,single,professional.course,unknown,yes,no,telephone,jun,mon,40,1,nonexistent,94.465,-41.8,5228.1,2
7822,40,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,527,1,nonexistent,94.465,-41.8,5228.1,1
7823,35,services,single,basic.4y,no,no,no,telephone,jun,mon,651,1,nonexistent,94.465,-41.8,5228.1,1
7824,43,retired,married,basic.4y,unknown,yes,no,telephone,jun,mon,129,1,nonexistent,94.465,-41.8,5228.1,2
7825,51,management,married,university.degree,no,yes,yes,telephone,jun,mon,409,2,nonexistent,94.465,-41.8,5228.1,1
7826,33,blue-collar,married,high.school,no,no,no,telephone,jun,mon,283,1,nonexistent,94.465,-41.8,5228.1,2
7827,35,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,144,2,nonexistent,94.465,-41.8,5228.1,2
7828,25,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,97,4,nonexistent,94.465,-41.8,5228.1,2
7829,50,services,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,168,4,nonexistent,94.465,-41.8,5228.1,2
7830,34,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,mon,101,1,nonexistent,94.465,-41.8,5228.1,2
7831,47,technician,single,university.degree,no,no,yes,telephone,jun,mon,67,2,nonexistent,94.465,-41.8,5228.1,2
7832,35,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,mon,64,1,nonexistent,94.465,-41.8,5228.1,2
7833,35,admin.,single,basic.4y,unknown,yes,no,telephone,jun,mon,143,1,nonexistent,94.465,-41.8,5228.1,2
7834,39,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jun,mon,70,1,nonexistent,94.465,-41.8,5228.1,2
7835,42,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,1036,1,nonexistent,94.465,-41.8,5228.1,0
7836,42,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,384,1,nonexistent,94.465,-41.8,5228.1,1
7837,43,blue-collar,divorced,unknown,no,yes,no,telephone,jun,mon,172,2,nonexistent,94.465,-41.8,5228.1,2
7838,48,technician,married,professional.course,unknown,no,no,telephone,jun,mon,105,3,nonexistent,94.465,-41.8,5228.1,2
7839,25,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,60,5,nonexistent,94.465,-41.8,5228.1,2
7840,32,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,26,1,nonexistent,94.465,-41.8,5228.1,2
7841,47,self-employed,divorced,professional.course,unknown,yes,no,telephone,jun,mon,364,13,nonexistent,94.465,-41.8,5228.1,1
7842,47,technician,single,professional.course,unknown,yes,yes,telephone,jun,mon,227,1,nonexistent,94.465,-41.8,5228.1,2
7843,30,services,married,high.school,no,no,no,telephone,jun,mon,151,3,nonexistent,94.465,-41.8,5228.1,2
7844,31,self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,464,1,nonexistent,94.465,-41.8,5228.1,1
7845,35,management,single,university.degree,no,yes,no,telephone,jun,mon,68,21,nonexistent,94.465,-41.8,5228.1,2
7846,38,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,464,1,nonexistent,94.465,-41.8,5228.1,1
7847,39,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,389,1,nonexistent,94.465,-41.8,5228.1,1
7848,45,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,185,1,nonexistent,94.465,-41.8,5228.1,2
7849,40,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,128,3,nonexistent,94.465,-41.8,5228.1,2
7850,30,services,married,high.school,no,no,no,telephone,jun,mon,88,2,nonexistent,94.465,-41.8,5228.1,2
7851,48,blue-collar,married,unknown,unknown,no,no,telephone,jun,mon,136,7,nonexistent,94.465,-41.8,5228.1,2
7852,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,123,1,nonexistent,94.465,-41.8,5228.1,2
7853,58,unemployed,married,basic.9y,no,no,no,telephone,jun,mon,266,2,nonexistent,94.465,-41.8,5228.1,2
7854,39,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,466,1,nonexistent,94.465,-41.8,5228.1,1
7855,58,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,80,1,nonexistent,94.465,-41.8,5228.1,2
7856,39,admin.,married,university.degree,no,yes,no,telephone,jun,mon,490,1,nonexistent,94.465,-41.8,5228.1,1
7857,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,232,1,nonexistent,94.465,-41.8,5228.1,2
7858,40,management,married,university.degree,no,unknown,unknown,telephone,jun,mon,61,2,nonexistent,94.465,-41.8,5228.1,2
7859,49,admin.,divorced,high.school,no,yes,no,telephone,jun,mon,537,5,nonexistent,94.465,-41.8,5228.1,1
7860,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,197,1,nonexistent,94.465,-41.8,5228.1,2
7861,49,unemployed,divorced,professional.course,no,no,no,telephone,jun,mon,464,2,nonexistent,94.465,-41.8,5228.1,1
7862,32,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,447,2,nonexistent,94.465,-41.8,5228.1,1
7863,44,admin.,single,high.school,no,no,no,telephone,jun,mon,164,1,nonexistent,94.465,-41.8,5228.1,2
7864,35,blue-collar,married,high.school,no,no,no,telephone,jun,mon,184,1,nonexistent,94.465,-41.8,5228.1,2
7865,38,technician,single,professional.course,unknown,yes,no,telephone,jun,mon,127,1,nonexistent,94.465,-41.8,5228.1,2
7866,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,373,2,nonexistent,94.465,-41.8,5228.1,1
7867,33,technician,single,university.degree,no,yes,no,telephone,jun,mon,42,1,nonexistent,94.465,-41.8,5228.1,2
7868,30,services,single,high.school,no,no,no,telephone,jun,mon,132,6,nonexistent,94.465,-41.8,5228.1,2
7869,55,entrepreneur,divorced,university.degree,no,yes,yes,telephone,jun,mon,579,2,nonexistent,94.465,-41.8,5228.1,1
7870,47,entrepreneur,married,university.degree,no,no,yes,telephone,jun,mon,180,1,nonexistent,94.465,-41.8,5228.1,2
7871,51,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,159,1,nonexistent,94.465,-41.8,5228.1,2
7872,40,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,66,6,nonexistent,94.465,-41.8,5228.1,2
7873,44,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,239,1,nonexistent,94.465,-41.8,5228.1,2
7874,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,95,1,nonexistent,94.465,-41.8,5228.1,2
7875,32,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,156,1,nonexistent,94.465,-41.8,5228.1,2
7876,40,services,single,high.school,unknown,yes,no,telephone,jun,mon,89,1,nonexistent,94.465,-41.8,5228.1,2
7877,41,self-employed,married,basic.4y,no,no,no,telephone,jun,mon,174,1,nonexistent,94.465,-41.8,5228.1,2
7878,38,technician,married,basic.9y,no,no,no,telephone,jun,mon,59,3,nonexistent,94.465,-41.8,5228.1,2
7879,29,technician,single,unknown,no,no,no,telephone,jun,mon,193,4,nonexistent,94.465,-41.8,5228.1,2
7880,32,admin.,single,university.degree,no,unknown,unknown,telephone,jun,mon,215,1,nonexistent,94.465,-41.8,5228.1,2
7881,39,services,single,high.school,unknown,yes,yes,telephone,jun,mon,563,1,nonexistent,94.465,-41.8,5228.1,1
7882,41,services,divorced,high.school,no,yes,yes,telephone,jun,mon,273,1,nonexistent,94.465,-41.8,5228.1,2
7883,39,self-employed,married,basic.4y,unknown,yes,yes,telephone,jun,mon,258,1,nonexistent,94.465,-41.8,5228.1,2
7884,25,admin.,single,high.school,no,no,no,telephone,jun,mon,223,1,nonexistent,94.465,-41.8,5228.1,2
7885,33,technician,married,basic.9y,no,no,no,telephone,jun,mon,76,1,nonexistent,94.465,-41.8,5228.1,2
7886,24,services,single,high.school,no,yes,no,telephone,jun,mon,920,2,nonexistent,94.465,-41.8,5228.1,0
7887,36,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,152,2,nonexistent,94.465,-41.8,5228.1,2
7888,35,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,130,1,nonexistent,94.465,-41.8,5228.1,2
7889,40,blue-collar,married,basic.6y,unknown,yes,yes,telephone,jun,mon,21,1,nonexistent,94.465,-41.8,5228.1,2
7890,26,admin.,married,high.school,unknown,no,no,telephone,jun,mon,118,1,nonexistent,94.465,-41.8,5228.1,2
7891,40,technician,divorced,university.degree,no,yes,no,telephone,jun,mon,113,2,nonexistent,94.465,-41.8,5228.1,2
7892,45,management,married,university.degree,no,no,no,telephone,jun,mon,369,2,nonexistent,94.465,-41.8,5228.1,1
7893,39,entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,mon,122,1,nonexistent,94.465,-41.8,5228.1,2
7894,26,admin.,single,high.school,no,no,yes,telephone,jun,mon,445,1,nonexistent,94.465,-41.8,5228.1,1
7895,41,technician,single,university.degree,unknown,no,no,telephone,jun,mon,47,2,nonexistent,94.465,-41.8,5228.1,2
7896,48,housemaid,married,basic.6y,unknown,yes,no,telephone,jun,mon,425,2,nonexistent,94.465,-41.8,5228.1,1
7897,32,admin.,married,high.school,no,no,no,telephone,jun,mon,142,4,nonexistent,94.465,-41.8,5228.1,2
7898,47,admin.,married,professional.course,no,no,no,telephone,jun,mon,317,6,nonexistent,94.465,-41.8,5228.1,1
7899,51,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,184,1,nonexistent,94.465,-41.8,5228.1,2
7900,55,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,mon,354,1,nonexistent,94.465,-41.8,5228.1,1
7901,37,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,82,3,nonexistent,94.465,-41.8,5228.1,2
7902,52,services,married,high.school,unknown,yes,no,telephone,jun,mon,105,3,nonexistent,94.465,-41.8,5228.1,2
7903,47,management,divorced,university.degree,no,yes,yes,telephone,jun,mon,83,1,nonexistent,94.465,-41.8,5228.1,2
7904,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,209,2,nonexistent,94.465,-41.8,5228.1,2
7905,53,admin.,divorced,university.degree,unknown,no,no,telephone,jun,mon,53,2,nonexistent,94.465,-41.8,5228.1,2
7906,57,housemaid,married,basic.4y,no,yes,no,telephone,jun,mon,210,2,nonexistent,94.465,-41.8,5228.1,2
7907,53,services,married,high.school,unknown,yes,no,telephone,jun,mon,381,2,nonexistent,94.465,-41.8,5228.1,1
7908,25,admin.,married,unknown,no,no,no,telephone,jun,mon,112,1,nonexistent,94.465,-41.8,5228.1,2
7909,26,admin.,single,high.school,no,no,no,telephone,jun,mon,278,1,nonexistent,94.465,-41.8,5228.1,2
7910,46,management,married,university.degree,unknown,no,no,telephone,jun,mon,183,3,nonexistent,94.465,-41.8,5228.1,2
7911,58,retired,married,high.school,unknown,no,no,telephone,jun,mon,389,1,nonexistent,94.465,-41.8,5228.1,1
7912,56,technician,married,university.degree,no,no,yes,telephone,jun,mon,69,1,nonexistent,94.465,-41.8,5228.1,2
7913,52,technician,married,high.school,no,unknown,unknown,telephone,jun,mon,24,1,nonexistent,94.465,-41.8,5228.1,2
7914,43,technician,married,professional.course,no,no,no,telephone,jun,mon,143,2,nonexistent,94.465,-41.8,5228.1,2
7915,36,technician,married,professional.course,no,yes,no,telephone,jun,mon,302,1,nonexistent,94.465,-41.8,5228.1,1
7916,45,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,68,1,nonexistent,94.465,-41.8,5228.1,2
7917,36,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,183,5,nonexistent,94.465,-41.8,5228.1,2
7918,55,admin.,divorced,unknown,unknown,yes,no,telephone,jun,mon,49,1,nonexistent,94.465,-41.8,5228.1,2
7919,29,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,148,2,nonexistent,94.465,-41.8,5228.1,2
7920,48,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,481,1,nonexistent,94.465,-41.8,5228.1,1
7921,42,services,divorced,high.school,unknown,yes,no,telephone,jun,mon,45,1,nonexistent,94.465,-41.8,5228.1,2
7922,47,admin.,married,university.degree,no,no,no,telephone,jun,mon,121,4,nonexistent,94.465,-41.8,5228.1,2
7923,45,technician,single,professional.course,no,no,no,telephone,jun,mon,180,1,nonexistent,94.465,-41.8,5228.1,2
7924,25,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,283,5,nonexistent,94.465,-41.8,5228.1,2
